"timestamp","wait_time","acayear"
"2014-11-01 00:54:15",35,"2014-2015"
"2014-11-01 00:06:11",60,"2014-2015"
"2014-10-31 23:12:18",60,"2014-2015"
"2014-10-31 21:50:44",25,"2014-2015"
"2014-10-31 20:57:16",45,"2014-2015"
"2014-10-31 20:09:14",40,"2014-2015"
"2014-10-31 19:43:27",25,"2014-2015"
"2014-10-31 19:12:16",35,"2014-2015"
"2014-10-31 19:02:12",0,"2014-2015"
"2014-10-31 01:09:37",30,"2014-2015"
"2014-10-31 00:37:14",30,"2014-2015"
"2014-10-31 00:09:41",35,"2014-2015"
"2014-10-30 23:40:50",30,"2014-2015"
"2014-10-30 23:08:49",35,"2014-2015"
"2014-10-30 22:32:31",50,"2014-2015"
"2014-10-30 22:08:05",45,"2014-2015"
"2014-10-30 21:34:21",30,"2014-2015"
"2014-10-30 21:00:56",27.5,"2014-2015"
"2014-10-30 20:32:12",25,"2014-2015"
"2014-10-30 20:03:58",10,"2014-2015"
"2014-10-30 19:29:53",20,"2014-2015"
"2014-10-30 19:02:26",0,"2014-2015"
"2014-10-30 01:31:15",12.5,"2014-2015"
"2014-10-30 00:15:38",37.5,"2014-2015"
"2014-10-29 23:42:31",40,"2014-2015"
"2014-10-29 23:12:23",40,"2014-2015"
"2014-10-29 22:37:58",27.5,"2014-2015"
"2014-10-29 22:19:50",45,"2014-2015"
"2014-10-29 21:50:05",50,"2014-2015"
"2014-10-29 21:16:19",55,"2014-2015"
"2014-10-29 20:43:52",50,"2014-2015"
"2014-10-29 20:15:08",37.5,"2014-2015"
"2014-10-29 19:48:13",30,"2014-2015"
"2014-10-29 19:03:57",0,"2014-2015"
"2014-10-29 00:39:52",35,"2014-2015"
"2014-10-29 00:08:55",25,"2014-2015"
"2014-10-28 23:36:26",30,"2014-2015"
"2014-10-28 22:58:28",35,"2014-2015"
"2014-10-28 22:18:11",25,"2014-2015"
"2014-10-28 21:48:31",35,"2014-2015"
"2014-10-28 21:13:42",30,"2014-2015"
"2014-10-28 20:22:00",40,"2014-2015"
"2014-10-28 19:48:07",25,"2014-2015"
"2014-10-28 19:06:03",0,"2014-2015"
"2014-10-28 01:26:59",25,"2014-2015"
"2014-10-28 00:55:09",15,"2014-2015"
"2014-10-28 00:20:46",30,"2014-2015"
"2014-10-27 23:40:13",60,"2014-2015"
"2014-10-27 22:58:37",40,"2014-2015"
"2014-10-27 22:25:07",40,"2014-2015"
"2014-10-27 21:27:22",40,"2014-2015"
"2014-10-27 20:59:27",45,"2014-2015"
"2014-10-27 20:27:10",35,"2014-2015"
"2014-10-27 19:58:17",35,"2014-2015"
"2014-10-27 19:23:22",20,"2014-2015"
"2014-10-27 19:00:27",0,"2014-2015"
"2014-10-27 01:41:46",15,"2014-2015"
"2014-10-27 00:36:33",25,"2014-2015"
"2014-10-26 23:55:47",30,"2014-2015"
"2014-10-26 23:02:45",10,"2014-2015"
"2014-10-26 22:31:15",10,"2014-2015"
"2014-10-26 22:07:43",20,"2014-2015"
"2014-10-26 21:32:34",30,"2014-2015"
"2014-10-26 21:06:12",30,"2014-2015"
"2014-10-26 20:38:17",25,"2014-2015"
"2014-10-26 20:01:11",25,"2014-2015"
"2014-10-26 19:31:52",22.5,"2014-2015"
"2014-10-26 01:09:39",35,"2014-2015"
"2014-10-26 00:40:00",40,"2014-2015"
"2014-10-26 00:09:17",40,"2014-2015"
"2014-10-25 23:29:53",35,"2014-2015"
"2014-10-25 22:39:20",20,"2014-2015"
"2014-10-25 22:05:18",25,"2014-2015"
"2014-10-25 21:36:33",15,"2014-2015"
"2014-10-25 21:07:21",25,"2014-2015"
"2014-10-25 20:36:33",10,"2014-2015"
"2014-10-25 20:00:56",10,"2014-2015"
"2014-10-25 19:26:16",15,"2014-2015"
"2014-10-25 19:00:02",0,"2014-2015"
"2014-10-25 01:30:59",15,"2014-2015"
"2014-10-25 01:06:53",20,"2014-2015"
"2014-10-25 00:36:10",30,"2014-2015"
"2014-10-24 23:35:32",25,"2014-2015"
"2014-10-24 23:04:59",40,"2014-2015"
"2014-10-24 22:37:49",40,"2014-2015"
"2014-10-24 22:23:19",35,"2014-2015"
"2014-10-24 21:55:08",15,"2014-2015"
"2014-10-24 21:25:21",15,"2014-2015"
"2014-10-24 20:30:16",30,"2014-2015"
"2014-10-24 19:59:36",25,"2014-2015"
"2014-10-24 19:26:19",30,"2014-2015"
"2014-10-24 19:00:25",0,"2014-2015"
"2014-10-24 01:24:31",30,"2014-2015"
"2014-10-24 00:49:50",27.5,"2014-2015"
"2014-10-24 00:08:34",30,"2014-2015"
"2014-10-23 23:33:53",15,"2014-2015"
"2014-10-23 23:04:48",25,"2014-2015"
"2014-10-23 22:09:08",35,"2014-2015"
"2014-10-23 21:32:07",45,"2014-2015"
"2014-10-23 21:02:30",35,"2014-2015"
"2014-10-23 20:35:11",45,"2014-2015"
"2014-10-23 20:00:24",30,"2014-2015"
"2014-10-23 19:39:31",25,"2014-2015"
"2014-10-23 19:02:24",0,"2014-2015"
"2014-10-23 01:51:25",10,"2014-2015"
"2014-10-23 01:22:01",17.5,"2014-2015"
"2014-10-23 00:53:06",17.5,"2014-2015"
"2014-10-23 00:23:36",25,"2014-2015"
"2014-10-22 23:17:09",30,"2014-2015"
"2014-10-22 21:31:34",20,"2014-2015"
"2014-10-22 21:04:53",30,"2014-2015"
"2014-10-22 20:26:34",17.5,"2014-2015"
"2014-10-22 19:57:01",30,"2014-2015"
"2014-10-22 19:31:35",25,"2014-2015"
"2014-10-22 19:04:04",12.5,"2014-2015"
"2014-10-22 01:41:38",15,"2014-2015"
"2014-10-22 01:05:53",25,"2014-2015"
"2014-10-22 00:31:13",40,"2014-2015"
"2014-10-21 23:55:40",25,"2014-2015"
"2014-10-21 23:00:08",35,"2014-2015"
"2014-10-21 22:20:01",30,"2014-2015"
"2014-10-21 21:52:18",45,"2014-2015"
"2014-10-21 21:00:51",40,"2014-2015"
"2014-10-21 20:15:44",35,"2014-2015"
"2014-10-21 19:45:43",25,"2014-2015"
"2014-10-21 19:03:22",0,"2014-2015"
"2014-10-21 00:18:37",20,"2014-2015"
"2014-10-20 23:20:39",30,"2014-2015"
"2014-10-20 21:57:18",35,"2014-2015"
"2014-10-20 20:59:03",40,"2014-2015"
"2014-10-20 20:33:53",30,"2014-2015"
"2014-10-20 20:04:26",30,"2014-2015"
"2014-10-20 19:29:26",30,"2014-2015"
"2014-10-20 19:01:32",0,"2014-2015"
"2014-10-20 01:29:35",20,"2014-2015"
"2014-10-20 01:01:23",40,"2014-2015"
"2014-10-20 00:29:16",47.5,"2014-2015"
"2014-10-19 23:29:58",45,"2014-2015"
"2014-10-19 22:56:21",30,"2014-2015"
"2014-10-19 22:21:15",50,"2014-2015"
"2014-10-19 21:52:48",35,"2014-2015"
"2014-10-19 21:23:10",40,"2014-2015"
"2014-10-19 20:52:57",45,"2014-2015"
"2014-10-19 20:12:54",47.5,"2014-2015"
"2014-10-19 19:42:18",45,"2014-2015"
"2014-10-19 19:03:50",0,"2014-2015"
"2014-10-18 23:50:14",40,"2014-2015"
"2014-10-18 22:23:15",37.5,"2014-2015"
"2014-10-18 21:19:39",17.5,"2014-2015"
"2014-10-18 20:18:36",32.5,"2014-2015"
"2014-10-18 19:27:58",35,"2014-2015"
"2014-10-18 19:01:28",0,"2014-2015"
"2014-10-18 01:28:54",35,"2014-2015"
"2014-10-18 00:38:57",25,"2014-2015"
"2014-10-17 22:27:47",40,"2014-2015"
"2014-10-17 21:45:02",35,"2014-2015"
"2014-10-17 21:08:11",15,"2014-2015"
"2014-10-17 20:28:24",25,"2014-2015"
"2014-10-17 19:33:28",15,"2014-2015"
"2014-10-17 01:51:37",25,"2014-2015"
"2014-10-17 00:21:23",15,"2014-2015"
"2014-10-16 23:49:38",30,"2014-2015"
"2014-10-16 23:19:05",25,"2014-2015"
"2014-10-16 22:47:01",45,"2014-2015"
"2014-10-16 22:32:16",35,"2014-2015"
"2014-10-16 21:58:21",40,"2014-2015"
"2014-10-16 21:33:24",40,"2014-2015"
"2014-10-16 21:02:22",40,"2014-2015"
"2014-10-16 20:32:15",30,"2014-2015"
"2014-10-16 20:09:16",27.5,"2014-2015"
"2014-10-16 19:31:12",30,"2014-2015"
"2014-10-16 19:01:46",0,"2014-2015"
"2014-10-16 01:32:19",17.5,"2014-2015"
"2014-10-16 01:01:30",12.5,"2014-2015"
"2014-10-16 00:38:20",15,"2014-2015"
"2014-10-16 00:14:05",30,"2014-2015"
"2014-10-16 00:04:33",10,"2014-2015"
"2014-10-15 23:36:54",17.5,"2014-2015"
"2014-10-15 23:08:32",25,"2014-2015"
"2014-10-15 22:40:52",40,"2014-2015"
"2014-10-15 22:07:19",30,"2014-2015"
"2014-10-15 21:57:18",40,"2014-2015"
"2014-10-15 21:29:28",40,"2014-2015"
"2014-10-15 20:59:17",40,"2014-2015"
"2014-10-15 20:34:37",40,"2014-2015"
"2014-10-15 19:59:07",25,"2014-2015"
"2014-10-15 19:29:08",17.5,"2014-2015"
"2014-10-15 19:06:38",25,"2014-2015"
"2014-10-15 19:00:09",0,"2014-2015"
"2014-10-15 01:40:37",30,"2014-2015"
"2014-10-15 00:54:49",35,"2014-2015"
"2014-10-15 00:18:45",60,"2014-2015"
"2014-10-14 23:35:56",55,"2014-2015"
"2014-10-14 22:58:28",45,"2014-2015"
"2014-10-14 21:50:51",40,"2014-2015"
"2014-10-14 21:18:35",55,"2014-2015"
"2014-10-14 20:43:34",50,"2014-2015"
"2014-10-14 20:09:55",50,"2014-2015"
"2014-10-14 19:32:23",45,"2014-2015"
"2014-10-14 19:02:34",0,"2014-2015"
"2014-10-14 01:47:07",25,"2014-2015"
"2014-10-14 01:17:32",35,"2014-2015"
"2014-10-14 00:46:32",45,"2014-2015"
"2014-10-14 00:15:09",50,"2014-2015"
"2014-10-13 23:42:45",60,"2014-2015"
"2014-10-13 23:01:02",60,"2014-2015"
"2014-10-13 22:31:50",60,"2014-2015"
"2014-10-13 21:39:11",60,"2014-2015"
"2014-10-13 21:04:31",25,"2014-2015"
"2014-10-13 20:33:59",40,"2014-2015"
"2014-10-13 19:58:44",40,"2014-2015"
"2014-10-13 19:23:53",45,"2014-2015"
"2014-10-13 19:00:26",0,"2014-2015"
"2014-10-13 01:49:25",10,"2014-2015"
"2014-10-13 01:16:41",25,"2014-2015"
"2014-10-13 00:47:38",35,"2014-2015"
"2014-10-12 23:52:44",60,"2014-2015"
"2014-10-12 23:20:26",60,"2014-2015"
"2014-10-12 22:46:42",60,"2014-2015"
"2014-10-12 22:12:53",40,"2014-2015"
"2014-10-12 21:34:08",40,"2014-2015"
"2014-10-12 21:00:47",25,"2014-2015"
"2014-10-12 20:11:39",40,"2014-2015"
"2014-10-12 19:43:27",35,"2014-2015"
"2014-10-12 19:06:21",0,"2014-2015"
"2014-10-12 01:16:22",30,"2014-2015"
"2014-10-12 00:48:26",60,"2014-2015"
"2014-10-12 00:11:28",25.5,"2014-2015"
"2014-10-11 23:38:54",60,"2014-2015"
"2014-10-11 23:06:07",60,"2014-2015"
"2014-10-11 21:59:01",50,"2014-2015"
"2014-10-11 21:21:21",30,"2014-2015"
"2014-10-11 20:49:37",30,"2014-2015"
"2014-10-11 20:20:09",15,"2014-2015"
"2014-10-11 19:50:56",15,"2014-2015"
"2014-10-11 19:23:09",27.5,"2014-2015"
"2014-10-11 19:01:58",0,"2014-2015"
"2014-10-11 01:40:38",30,"2014-2015"
"2014-10-11 01:01:16",35,"2014-2015"
"2014-10-11 00:24:53",60,"2014-2015"
"2014-10-10 23:56:01",60,"2014-2015"
"2014-10-10 23:22:42",60,"2014-2015"
"2014-10-10 22:54:52",40,"2014-2015"
"2014-10-10 22:22:28",50,"2014-2015"
"2014-10-10 21:48:04",30,"2014-2015"
"2014-10-10 20:58:24",30,"2014-2015"
"2014-10-10 20:24:28",15,"2014-2015"
"2014-10-10 19:54:25",15,"2014-2015"
"2014-10-10 19:19:14",30,"2014-2015"
"2014-10-10 19:00:23",0,"2014-2015"
"2014-10-10 01:24:12",35,"2014-2015"
"2014-10-10 00:54:08",30,"2014-2015"
"2014-10-10 00:23:24",52.5,"2014-2015"
"2014-10-09 23:23:39",25,"2014-2015"
"2014-10-09 22:54:41",30,"2014-2015"
"2014-10-09 22:29:23",40,"2014-2015"
"2014-10-09 21:52:20",40,"2014-2015"
"2014-10-09 21:34:24",40,"2014-2015"
"2014-10-09 21:01:50",40,"2014-2015"
"2014-10-09 20:26:05",35,"2014-2015"
"2014-10-09 19:54:59",30,"2014-2015"
"2014-10-09 19:30:26",27.5,"2014-2015"
"2014-10-09 19:06:08",0,"2014-2015"
"2014-10-09 02:07:10",10,"2014-2015"
"2014-10-09 01:43:18",15,"2014-2015"
"2014-10-09 01:11:41",20,"2014-2015"
"2014-10-09 00:38:45",50,"2014-2015"
"2014-10-09 00:02:40",45,"2014-2015"
"2014-10-08 23:27:12",45,"2014-2015"
"2014-10-08 22:41:26",40,"2014-2015"
"2014-10-08 22:11:41",55,"2014-2015"
"2014-10-08 21:41:23",47.5,"2014-2015"
"2014-10-08 21:08:31",45,"2014-2015"
"2014-10-08 20:37:51",40,"2014-2015"
"2014-10-08 20:22:59",35,"2014-2015"
"2014-10-08 19:50:29",30,"2014-2015"
"2014-10-08 19:17:17",10,"2014-2015"
"2014-10-08 00:51:37",45,"2014-2015"
"2014-10-07 23:56:03",50,"2014-2015"
"2014-10-07 23:11:29",25,"2014-2015"
"2014-10-07 22:12:54",50,"2014-2015"
"2014-10-07 21:15:58",60,"2014-2015"
"2014-10-07 20:48:01",40,"2014-2015"
"2014-10-07 20:04:27",30,"2014-2015"
"2014-10-07 19:04:55",0,"2014-2015"
"2014-10-07 01:09:00",47.5,"2014-2015"
"2014-10-07 00:41:24",1,"2014-2015"
"2014-10-07 00:12:17",1,"2014-2015"
"2014-10-06 23:28:25",1,"2014-2015"
"2014-10-06 22:27:55",1,"2014-2015"
"2014-10-06 21:00:40",60,"2014-2015"
"2014-10-06 19:42:25",60,"2014-2015"
"2014-10-06 19:17:10",40,"2014-2015"
"2014-10-06 19:00:28",0,"2014-2015"
"2014-10-06 01:51:22",20,"2014-2015"
"2014-10-06 01:20:13",40,"2014-2015"
"2014-10-06 00:50:11",17.5,"2014-2015"
"2014-10-06 00:17:01",40,"2014-2015"
"2014-10-05 23:42:00",35,"2014-2015"
"2014-10-05 23:11:44",30,"2014-2015"
"2014-10-05 22:38:07",20,"2014-2015"
"2014-10-05 21:53:59",10,"2014-2015"
"2014-10-05 21:20:21",30,"2014-2015"
"2014-10-05 20:44:35",10,"2014-2015"
"2014-10-05 20:09:46",25,"2014-2015"
"2014-10-05 19:36:30",20,"2014-2015"
"2014-10-05 19:01:49",0,"2014-2015"
"2014-10-05 01:54:03",17.5,"2014-2015"
"2014-10-05 01:25:33",10,"2014-2015"
"2014-10-05 00:45:18",20,"2014-2015"
"2014-10-05 00:07:29",25,"2014-2015"
"2014-10-04 23:37:30",12.5,"2014-2015"
"2014-10-04 22:59:31",40,"2014-2015"
"2014-10-04 22:33:18",20,"2014-2015"
"2014-10-04 21:50:52",20,"2014-2015"
"2014-10-04 21:17:37",10,"2014-2015"
"2014-10-04 20:47:25",10,"2014-2015"
"2014-10-04 20:14:00",15,"2014-2015"
"2014-10-04 19:32:56",10,"2014-2015"
"2014-10-04 19:12:32",0,"2014-2015"
"2014-10-04 01:37:45",40,"2014-2015"
"2014-10-04 00:50:40",30,"2014-2015"
"2014-10-04 00:17:40",30,"2014-2015"
"2014-10-03 23:50:17",40,"2014-2015"
"2014-10-03 23:19:04",40,"2014-2015"
"2014-10-03 22:48:50",25,"2014-2015"
"2014-10-03 22:15:06",35,"2014-2015"
"2014-10-03 21:44:53",20,"2014-2015"
"2014-10-03 21:15:17",10,"2014-2015"
"2014-10-03 20:28:43",15,"2014-2015"
"2014-10-03 20:01:04",15,"2014-2015"
"2014-10-03 19:23:19",15,"2014-2015"
"2014-10-03 19:00:32",0,"2014-2015"
"2014-10-03 01:26:54",20,"2014-2015"
"2014-10-03 00:54:09",40,"2014-2015"
"2014-10-03 00:00:58",25,"2014-2015"
"2014-10-02 23:31:07",25,"2014-2015"
"2014-10-02 22:49:45",35,"2014-2015"
"2014-10-02 22:20:57",52.5,"2014-2015"
"2014-10-02 22:05:37",40,"2014-2015"
"2014-10-02 21:19:08",35,"2014-2015"
"2014-10-02 21:12:58",20,"2014-2015"
"2014-10-02 20:28:42",15,"2014-2015"
"2014-10-02 19:59:05",25,"2014-2015"
"2014-10-02 19:29:19",10,"2014-2015"
"2014-10-02 19:00:08",0,"2014-2015"
"2014-10-02 01:45:21",15,"2014-2015"
"2014-10-02 01:10:58",17.5,"2014-2015"
"2014-10-02 00:43:11",45,"2014-2015"
"2014-10-02 00:15:58",35,"2014-2015"
"2014-10-01 23:13:03",45,"2014-2015"
"2014-10-01 22:44:24",27.5,"2014-2015"
"2014-10-01 22:00:31",20,"2014-2015"
"2014-10-01 21:27:09",22.5,"2014-2015"
"2014-10-01 20:58:29",25,"2014-2015"
"2014-10-01 20:35:07",30,"2014-2015"
"2014-10-01 20:04:25",20,"2014-2015"
"2014-10-01 19:34:30",40,"2014-2015"
"2014-10-01 19:09:49",20,"2014-2015"
"2014-10-01 19:00:48",0,"2014-2015"
"2014-10-01 00:40:04",20,"2014-2015"
"2014-10-01 00:05:50",47.5,"2014-2015"
"2014-09-30 23:36:11",30,"2014-2015"
"2014-09-30 22:56:25",42.5,"2014-2015"
"2014-09-30 22:19:17",35,"2014-2015"
"2014-09-30 21:37:44",25,"2014-2015"
"2014-09-30 21:05:01",35,"2014-2015"
"2014-09-30 20:35:17",25,"2014-2015"
"2014-09-30 20:00:08",15,"2014-2015"
"2014-09-30 19:26:31",35,"2014-2015"
"2014-09-30 19:03:30",0,"2014-2015"
"2014-09-30 01:56:49",10,"2014-2015"
"2014-09-30 01:29:24",10,"2014-2015"
"2014-09-30 00:57:24",10,"2014-2015"
"2014-09-30 00:27:08",40,"2014-2015"
"2014-09-29 23:52:36",35,"2014-2015"
"2014-09-29 23:22:48",40,"2014-2015"
"2014-09-29 22:57:38",30,"2014-2015"
"2014-09-29 22:25:10",40,"2014-2015"
"2014-09-29 21:50:04",25,"2014-2015"
"2014-09-29 21:18:01",20,"2014-2015"
"2014-09-29 20:49:24",25,"2014-2015"
"2014-09-29 20:21:06",20,"2014-2015"
"2014-09-29 19:51:58",35,"2014-2015"
"2014-09-29 19:24:43",30,"2014-2015"
"2014-09-29 19:00:37",0,"2014-2015"
"2014-09-29 01:03:11",10,"2014-2015"
"2014-09-28 23:49:22",10,"2014-2015"
"2014-09-28 23:15:14",25,"2014-2015"
"2014-09-28 22:05:49",15,"2014-2015"
"2014-09-28 21:27:10",15,"2014-2015"
"2014-09-28 20:43:49",15,"2014-2015"
"2014-09-28 19:38:01",10,"2014-2015"
"2014-09-28 19:04:45",0,"2014-2015"
"2014-09-28 01:12:14",25,"2014-2015"
"2014-09-28 00:17:13",37.5,"2014-2015"
"2014-09-27 23:36:16",27.5,"2014-2015"
"2014-09-27 23:07:33",27.5,"2014-2015"
"2014-09-27 22:28:29",20,"2014-2015"
"2014-09-27 21:44:23",10,"2014-2015"
"2014-09-27 21:14:20",12.5,"2014-2015"
"2014-09-27 20:46:07",10,"2014-2015"
"2014-09-27 20:21:00",10,"2014-2015"
"2014-09-27 19:28:36",0,"2014-2015"
"2014-09-27 01:24:57",10,"2014-2015"
"2014-09-27 00:54:18",20,"2014-2015"
"2014-09-27 00:23:50",20,"2014-2015"
"2014-09-26 23:54:08",20,"2014-2015"
"2014-09-26 23:19:08",25,"2014-2015"
"2014-09-26 22:59:21",12.5,"2014-2015"
"2014-09-26 22:29:41",17.5,"2014-2015"
"2014-09-26 22:20:52",25,"2014-2015"
"2014-09-26 21:48:38",25,"2014-2015"
"2014-09-26 21:30:59",14,"2014-2015"
"2014-09-26 20:54:45",15,"2014-2015"
"2014-09-26 20:27:35",12.5,"2014-2015"
"2014-09-26 20:01:12",20,"2014-2015"
"2014-09-26 19:33:29",10,"2014-2015"
"2014-09-26 19:01:03",0,"2014-2015"
"2014-09-26 01:33:22",10,"2014-2015"
"2014-09-26 00:55:30",10,"2014-2015"
"2014-09-26 00:27:54",10,"2014-2015"
"2014-09-25 23:58:25",15,"2014-2015"
"2014-09-25 22:45:53",20,"2014-2015"
"2014-09-25 22:10:01",20,"2014-2015"
"2014-09-25 21:37:12",25,"2014-2015"
"2014-09-25 21:02:03",15,"2014-2015"
"2014-09-25 20:36:33",17.5,"2014-2015"
"2014-09-25 20:28:09",10,"2014-2015"
"2014-09-25 19:28:37",10,"2014-2015"
"2014-09-25 19:00:43",0,"2014-2015"
"2014-09-25 00:16:51",10,"2014-2015"
"2014-09-24 22:12:42",20,"2014-2015"
"2014-09-24 19:36:28",15,"2014-2015"
"2014-09-24 19:01:27",0,"2014-2015"
"2014-09-24 01:29:45",10,"2014-2015"
"2014-09-24 00:47:24",15,"2014-2015"
"2014-09-23 23:49:59",22.5,"2014-2015"
"2014-09-23 22:36:47",25,"2014-2015"
"2014-09-23 21:15:45",10,"2014-2015"
"2014-09-23 19:59:02",12.5,"2014-2015"
"2014-09-23 19:13:42",17.5,"2014-2015"
"2014-08-23 00:31:07",10,"Summer 2014"
"2014-08-23 00:01:03",30,"Summer 2014"
"2014-08-22 23:43:50",15,"Summer 2014"
"2014-08-22 23:16:19",35,"Summer 2014"
"2014-08-22 22:45:28",22.5,"Summer 2014"
"2014-08-22 22:09:33",17.5,"Summer 2014"
"2014-08-22 21:45:14",15,"Summer 2014"
"2014-08-22 21:14:30",10,"Summer 2014"
"2014-08-22 20:46:09",10,"Summer 2014"
"2014-08-22 20:22:57",10,"Summer 2014"
"2014-08-22 20:01:47",0,"Summer 2014"
"2014-08-21 22:36:56",15,"Summer 2014"
"2014-08-21 21:58:28",10,"Summer 2014"
"2014-08-21 21:21:00",10,"Summer 2014"
"2014-08-21 20:54:42",10,"Summer 2014"
"2014-08-21 20:29:54",0,"Summer 2014"
"2014-08-17 00:35:37",10,"Summer 2014"
"2014-08-16 23:46:40",10,"Summer 2014"
"2014-08-16 22:43:29",10,"Summer 2014"
"2014-08-16 22:00:51",10,"Summer 2014"
"2014-08-16 21:35:27",10,"Summer 2014"
"2014-08-16 20:57:35",10,"Summer 2014"
"2014-08-16 20:30:18",10,"Summer 2014"
"2014-08-16 20:16:08",0,"Summer 2014"
"2014-08-15 21:30:09",30,"Summer 2014"
"2014-08-15 20:28:30",20,"Summer 2014"
"2014-08-15 20:00:18",0,"Summer 2014"
"2014-08-15 00:43:45",10,"Summer 2014"
"2014-08-14 23:43:19",10,"Summer 2014"
"2014-08-14 21:31:16",20,"Summer 2014"
"2014-08-14 20:57:41",15,"Summer 2014"
"2014-08-14 20:28:18",17.5,"Summer 2014"
"2014-08-14 20:15:26",0,"Summer 2014"
"2014-08-09 23:35:21",30,"Summer 2014"
"2014-08-09 22:55:55",15,"Summer 2014"
"2014-08-09 22:23:31",25,"Summer 2014"
"2014-08-09 21:55:14",20,"Summer 2014"
"2014-08-09 21:03:45",20,"Summer 2014"
"2014-08-09 20:24:12",10,"Summer 2014"
"2014-08-09 20:01:02",0,"Summer 2014"
"2014-08-08 22:56:36",12.5,"Summer 2014"
"2014-08-08 22:28:26",20,"Summer 2014"
"2014-08-08 21:32:43",10,"Summer 2014"
"2014-08-08 21:01:29",10,"Summer 2014"
"2014-08-08 20:24:58",17.5,"Summer 2014"
"2014-08-08 20:09:02",0,"Summer 2014"
"2014-08-07 23:35:00",10,"Summer 2014"
"2014-08-07 22:05:23",10,"Summer 2014"
"2014-08-07 21:33:42",15,"Summer 2014"
"2014-08-07 20:57:54",10,"Summer 2014"
"2014-08-07 20:29:13",10,"Summer 2014"
"2014-08-02 22:22:26",10,"Summer 2014"
"2014-08-02 21:19:19",15,"Summer 2014"
"2014-08-02 20:22:28",20,"Summer 2014"
"2014-08-02 20:00:03",0,"Summer 2014"
"2014-08-02 00:29:43",40,"Summer 2014"
"2014-08-01 23:57:25",45,"Summer 2014"
"2014-08-01 23:00:51",20,"Summer 2014"
"2014-08-01 21:58:33",25,"Summer 2014"
"2014-08-01 21:28:42",30,"Summer 2014"
"2014-08-01 20:57:58",35,"Summer 2014"
"2014-08-01 20:30:19",40,"Summer 2014"
"2014-08-01 20:00:18",0,"Summer 2014"
"2014-07-31 23:45:48",10,"Summer 2014"
"2014-07-31 23:18:01",10,"Summer 2014"
"2014-07-31 22:17:05",10,"Summer 2014"
"2014-07-31 21:49:33",10,"Summer 2014"
"2014-07-31 21:21:03",10,"Summer 2014"
"2014-07-31 20:44:31",12.5,"Summer 2014"
"2014-07-31 20:00:57",0,"Summer 2014"
"2014-07-27 00:45:41",10,"Summer 2014"
"2014-07-26 23:51:15",10,"Summer 2014"
"2014-07-26 22:54:55",20,"Summer 2014"
"2014-07-26 22:25:52",12.5,"Summer 2014"
"2014-07-26 21:56:59",12.5,"Summer 2014"
"2014-07-26 21:28:24",17.5,"Summer 2014"
"2014-07-26 20:59:25",10,"Summer 2014"
"2014-07-26 20:31:00",15,"Summer 2014"
"2014-07-25 23:48:04",20,"Summer 2014"
"2014-07-25 22:34:16",20,"Summer 2014"
"2014-07-25 21:46:27",25,"Summer 2014"
"2014-07-25 21:17:22",20,"Summer 2014"
"2014-07-25 20:50:05",10,"Summer 2014"
"2014-07-25 20:15:15",15,"Summer 2014"
"2014-07-25 20:00:15",0,"Summer 2014"
"2014-07-25 00:16:18",10,"Summer 2014"
"2014-07-24 23:44:20",10,"Summer 2014"
"2014-07-24 23:12:50",10,"Summer 2014"
"2014-07-24 22:36:35",10,"Summer 2014"
"2014-07-24 21:33:09",10,"Summer 2014"
"2014-07-24 20:50:53",10,"Summer 2014"
"2014-07-24 20:17:56",0,"Summer 2014"
"2014-07-20 00:15:30",10,"Summer 2014"
"2014-07-19 23:06:21",17.5,"Summer 2014"
"2014-07-19 22:37:31",15,"Summer 2014"
"2014-07-19 22:04:27",22.5,"Summer 2014"
"2014-07-19 21:28:40",10,"Summer 2014"
"2014-07-19 20:58:05",12.5,"Summer 2014"
"2014-07-19 20:31:15",10,"Summer 2014"
"2014-07-19 20:01:51",0,"Summer 2014"
"2014-07-19 00:14:52",20,"Summer 2014"
"2014-07-18 22:49:44",10,"Summer 2014"
"2014-07-18 22:21:54",10,"Summer 2014"
"2014-07-18 21:29:49",10,"Summer 2014"
"2014-07-18 21:05:01",10,"Summer 2014"
"2014-07-18 20:28:37",10,"Summer 2014"
"2014-07-18 20:05:46",10,"Summer 2014"
"2014-07-18 20:02:42",0,"Summer 2014"
"2014-07-18 00:28:49",10,"Summer 2014"
"2014-07-17 23:24:42",10,"Summer 2014"
"2014-07-17 22:34:51",17.5,"Summer 2014"
"2014-07-17 22:02:35",10,"Summer 2014"
"2014-07-17 21:01:39",10,"Summer 2014"
"2014-07-17 20:29:58",10,"Summer 2014"
"2014-07-17 20:00:04",0,"Summer 2014"
"2014-07-12 23:35:21",40,"Summer 2014"
"2014-07-12 23:06:25",40,"Summer 2014"
"2014-07-12 22:42:26",45,"Summer 2014"
"2014-07-12 22:41:26",30,"Summer 2014"
"2014-07-12 22:36:49",17.5,"Summer 2014"
"2014-07-12 22:16:25",10,"Summer 2014"
"2014-07-12 21:24:13",10,"Summer 2014"
"2014-07-11 23:45:43",15,"Summer 2014"
"2014-07-11 23:14:48",20,"Summer 2014"
"2014-07-11 22:35:17",30,"Summer 2014"
"2014-07-11 22:05:29",10,"Summer 2014"
"2014-07-11 21:34:08",10,"Summer 2014"
"2014-07-11 21:11:47",10,"Summer 2014"
"2014-07-11 20:35:04",10,"Summer 2014"
"2014-07-11 20:00:30",0,"Summer 2014"
